[2025-06-06T10:09:16.092+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-06-06T10:09:16.358+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_landing.trigger_etl_ods_dag scheduled__2025-06-05T00:00:00+00:00 [queued]>
[2025-06-06T10:09:16.375+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_landing.trigger_etl_ods_dag scheduled__2025-06-05T00:00:00+00:00 [queued]>
[2025-06-06T10:09:16.376+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-06-06T10:09:24.348+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42214 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.350+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42264 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.361+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42584 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.363+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42640 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.366+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42981 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.368+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:43037 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.371+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:43598 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.373+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:43653 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.377+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44205 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.379+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44261 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.383+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44865 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.385+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44921 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.387+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45163 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.389+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45213 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.393+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45811 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.395+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45867 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.398+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46276 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.400+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46353 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.402+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46407 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.403+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46484 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.409+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:47662 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.411+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:47718 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.414+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48095 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.416+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48165 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.418+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48215 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.420+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48270 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.422+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48306 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.424+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48376 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.426+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48426 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.427+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48486 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.430+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48745 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.432+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48800 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.434+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49047 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.436+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49111 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.438+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49155 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.440+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49218 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.442+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49472 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.444+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49535 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.446+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49723 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.448+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49792 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.451+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50300 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.453+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50371 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.455+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50594 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.457+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50667 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.460+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51221 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.463+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51319 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.465+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51582 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.467+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51658 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.471+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:52282 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.473+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:52338 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.477+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53161 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.479+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53213 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.482+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53473 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.484+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53529 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.487+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54052 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.489+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54112 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.491+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54152 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.493+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54202 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.499+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55598 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.502+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55654 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.504+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55808 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.506+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55888 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.507+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55944 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.509+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56027 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.511+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56086 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.513+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56169 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.515+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56225 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.517+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56310 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.521+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57131 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.523+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57214 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.524+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57270 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.526+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57355 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.529+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57659 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.531+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57742 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.533+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57798 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.535+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57879 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.537+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58188 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.539+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58244 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.541+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58446 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.543+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58484 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.547+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:59152 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.549+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:59207 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.554+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:60374 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.556+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:60438 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.560+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61074 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.562+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61166 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.565+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61432 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.567+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61506 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.569+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61609 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.570+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61691 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.573+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61877 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.574+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61933 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.578+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62634 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.581+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62727 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.583+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62866 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.584+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62912 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.589+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:63683 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.591+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:63739 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.593+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:63991 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.595+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:64045 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.598+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:64480 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.600+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:64536 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:25.246+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2025-06-06T10:09:25.259+0000] {taskinstance.py:1206} INFO - Marking task as SUCCESS. dag_id=etl_landing, task_id=trigger_etl_ods_dag, run_id=scheduled__2025-06-05T00:00:00+00:00, execution_date=20250605T000000, start_date=20250606T100916, end_date=20250606T100925
[2025-06-06T10:09:25.317+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2025-06-06T10:09:25.337+0000] {taskinstance.py:3498} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2025-06-06T10:09:25.340+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
